./data/original/LC-QuAD-data/train-data.json	'Which political party got elected in First Legislative Assembly of Uttar Pradesh ?' is a duplicate; found in paths: 	         ./data/original/LC-QuAD-data/train-data.json and 	        ./data/original/LC-QuAD-data/train-data.json	Instance found in newer file ./data/original/LC-QuAD-data/train-data.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'Give me the currency of China.' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'How many companies were founded by the founder of Facebook?' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'How many companies were founded in the same year as Google?' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'How many airlines are members of the Star Alliance?' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'Give me all spacecrafts that flew to Mars.' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'Which musician wrote the most books?' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'Show me everyone who was born on Halloween.' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'Give me all Swiss non-profit organizations.' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'In which country is Mecca located?' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'What is the net income of Apple?' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'What does the abbreviation FIFA stand for?' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'When did the Ming dynasty dissolve?' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'Which museum in New York has the most visitors?' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'Is Lake Baikal bigger than the Great Bear Lake?' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'Desserts from which country contain fish?' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'What is the highest mountain in Italy?' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'Where did the architect of the Eiffel Tower study?' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'Which Greek parties are pro-European?' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'What is the height difference between Mount Everest and K2?' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'Who is the mayor of Rotterdam?' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'Are Taiko a kind of Japanese musical instruments?' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'How many ethnic groups live in Slovenia?' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'List the seven kings of Rome.' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'Who were the parents of Queen Victoria?' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'Who is the heaviest player of the Chicago Bulls?' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'Which volcanos in Japan erupted since 2000?' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/6/data/qald-6-train-multilingual.json	'Who is the tallest basketball player?' is a duplicate; found in paths: 	         ./data/original/QALD-master/6/data/qald-6-train-multilingual.json and 	        ./data/original/QALD-master/5/data/qald-5_test.xml	Instance found in newer file ./data/original/QALD-master/6/data/qald-6-train-multilingual.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Give me all cosmonauts.' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Give me the birthdays of all actors of the television show Charmed.' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Who is the daughter of Robert Kennedy married to?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Which river does the Brooklyn Bridge cross?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'How many countries are there in Europe?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'In which city did John F. Kennedy die?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Does the Isar flow into a lake?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Which countries have more than ten caves?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Are tree frogs a type of amphibian?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Who created Goofy?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Give me the capitals of all countries in Africa.' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Give me all cities in New Jersey with more than 100000 inhabitants.' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Which museum exhibits The Scream by Munch?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Is Egypts largest city also its capital?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'How many people live in the capital of Australia?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'In which country is the Limerick Lake?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Which television shows were created by John Cleese?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Which mountain is the highest after the Annapurna?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'In which films directed by Garry Marshall was Julia Roberts starring?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Was U.S. president Jackson involved in a war?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Give me all communist countries.' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Which awards did Douglas Hofstadter win?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'What is the currency of the Czech Republic?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Which countries adopted the Euro?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'What is the area code of Berlin?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Which countries have more than two official languages?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Who is the owner of Rolls-Royce?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Through which countries does the Yenisei river flow?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'When did Latvia join the EU?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Which politicians were married to a German?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'When was the Battle of Gettysburg?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'What is the highest mountain in Australia?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Give me all soccer clubs in Spain.' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'What is the official language of Suriname?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Who is the mayor of Tel Aviv?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Which telecommunications organizations are located in Belgium?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Is Frank Herbert still alive?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'What is the highest place of the Urals?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Who wrote the lyrics for the Polish national anthem?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Give me all federal chancellors of Germany.' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'What is the official website of Tom Cruise?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'List all episodes of the first season of the HBO television series The Sopranos.' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Is there a video game called Battle Chess?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Give me the websites of companies with more than 500000 employees.' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Which actors were born in Germany?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Which instruments does Cat Stevens play?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Give me all books written by Danielle Steel.' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'When did the Ming dynasty dissolve?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Is Lake Baikal bigger than the Great Bear Lake?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	'Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json will be kept.		

./data/original/QALD-master/7/data/qald-7-train-largescale.json	'Give me all professional skateboarders from Sweden.' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-train-largescale.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-train-largescale.json will be kept.		

./data/original/QALD-master/7/data/qald-7-train-largescale.json	'Which professional surfers were born in Australia?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-train-largescale.json and 	        ./data/original/QALD-master/6/data/qald-6-train-multilingual.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-train-largescale.json will be kept.		

./data/original/QALD-master/7/data/qald-7-train-multilingual-extended-json.json	'When was the Battle of Gettysburg?' is a duplicate; found in paths: 	         ./data/original/QALD-master/7/data/qald-7-train-multilingual-extended-json.json and 	        ./data/original/QALD-master/7/data/qald-7-test-en-wikidata.json	Instance found in newer file ./data/original/QALD-master/7/data/qald-7-train-multilingual-extended-json.json will be kept.		

